-74.37838807,40.90918909,1,53,0,0.530000,-1.000000,1.886792,0.000000
-74.37735171,40.90918909,2,33,0,0.330000,-1.000000,3.030303,0.000000
-74.37631535,40.90918909,3,33,0,0.330000,-1.000000,3.030303,0.000000
-74.37527899,40.90918909,4,73,0,0.730000,-1.000000,1.369863,0.000000
-74.37424263,40.90918909,5,8,0,0.080000,-1.000000,12.500000,0.000000
-74.37320627,40.90918909,6,41,0,0.410000,-1.000000,2.439024,0.000000
-74.37216991,40.90918909,7,98,0,0.980000,-1.000000,1.020408,0.000000
-74.37113355,40.90918909,8,99,0,0.990000,-1.000000,1.010101,0.000000
-74.37009719,40.90918909,9,99,0,0.990000,-1.000000,1.010101,0.000000
-74.36906083,40.90918909,10,99,0,0.990000,-1.000000,1.010101,0.000000
-74.36802447,40.90918909,11,97,0,0.970000,-1.000000,1.030928,0.000000
-74.36698811,40.90918909,12,51,0,0.510000,-1.000000,1.960784,0.000000
-74.36595175,40.90918909,13,61,0,0.610000,-1.000000,1.639344,0.000000
-74.36491539,40.90918909,14,27,0,0.270000,-1.000000,3.703704,0.000000
-74.36387903,40.90918909,15,27,0,0.270000,-1.000000,3.703704,0.000000
-74.36284266,40.90918909,16,28,0,0.280000,-1.000000,3.571429,0.000000
-74.36180630,40.90918909,17,53,0,0.530000,-1.000000,1.886792,0.000000
-74.36076994,40.90918909,18,51,0,0.510000,-1.000000,1.960784,0.000000
-74.35973358,40.90918909,19,6,0,0.060000,-1.000000,16.666667,0.000000
-74.35869722,40.90918909,20,21,0,0.210000,-1.000000,4.761905,0.000000
-74.35766086,40.90918909,21,21,0,0.210000,-1.000000,4.761905,0.000000
-74.35662450,40.90918909,22,95,0,0.950000,-1.000000,1.052632,0.000000
-74.35558814,40.90918909,23,88,0,0.880000,-1.000000,1.136364,0.000000
-74.35455178,40.90918909,24,96,0,0.960000,-1.000000,1.041667,0.000000
-74.35351542,40.90918909,25,64,0,0.640000,-1.000000,1.562500,0.000000
-74.35247906,40.90918909,26,76,0,0.760000,-1.000000,1.315789,0.000000
-74.35144270,40.90918909,27,76,0,0.760000,-1.000000,1.315789,0.000000
-74.35040634,40.90918909,28,58,0,0.580000,-1.000000,1.724138,0.000000
-74.34936998,40.90918909,29,23,0,0.230000,-1.000000,4.347826,0.000000
-74.34833362,40.90918909,30,35,0,0.350000,-1.000000,2.857143,0.000000
-74.34729726,40.90918909,31,19,0,0.190000,-1.000000,5.263158,0.000000
-74.34626090,40.90918909,32,15,0,0.150000,-1.000000,6.666667,0.000000
-74.34522454,40.90918909,33,15,0,0.150000,-1.000000,6.666667,0.000000
-74.34418818,40.90918909,34,12,0,0.120000,-1.000000,8.333333,0.000000
-74.34315182,40.90918909,35,76,0,0.760000,-1.000000,1.315789,0.000000
-74.34211546,40.90918909,36,63,0,0.630000,-1.000000,1.587302,0.000000
-74.34107910,40.90918909,37,97,0,0.970000,-1.000000,1.030928,0.000000
-74.34004273,40.90918909,38,99,0,0.990000,-1.000000,1.010101,0.000000
-74.33900637,40.90918909,39,99,0,0.990000,-1.000000,1.010101,0.000000
-74.33797001,40.90918909,40,99,0,0.990000,-1.000000,1.010101,0.000000
-74.33693365,40.90918909,41,99,0,0.990000,-1.000000,1.010101,0.000000
-74.33589729,40.90918909,42,99,0,0.990000,-1.000000,1.010101,0.000000
-74.33486093,40.90918909,43,98,0,0.980000,-1.000000,1.020408,0.000000
-74.33382457,40.90918909,44,98,0,0.980000,-1.000000,1.020408,0.000000
-74.33278821,40.90918909,45,98,0,0.980000,-1.000000,1.020408,0.000000
-74.33175185,40.90918909,46,99,0,0.990000,-1.000000,1.010101,0.000000
-74.33071549,40.90918909,47,99,0,0.990000,-1.000000,1.010101,0.000000
-74.32967913,40.90918909,48,97,0,0.970000,-1.000000,1.030928,0.000000
-74.32864277,40.90918909,49,100,0,1.000000,-1.000000,1.000000,0.000000
-74.32760641,40.90918909,50,98,0,0.980000,-1.000000,1.020408,0.000000
