CN,PLT_CN,PREV_TRE_CN,INVYR_A,STATECD_A,UNITCD_A,COUNTYCD_A,PLOT_A,SUBP,TREE,CONDID,AZIMUTH,DIST,PREVCOND,STATUSCD,SPCD,SPGRPCD,DIA,DIAHTCD,HT,HTCD,ACTUALHT,TREECLCD,CR,CCLCD,TREEGRCD,AGENTCD,DECAYCD,STOCKING,WDLDSTEM,VOLCFNET,MORTYR,SALVCD,STANDING_DEAD_CD,PREV_STATUS_CD,PREV_WDLDSTEM,TPA_UNADJ,GroupCount,sum_TPA_UNADJ,TPHA,SRV_CN,CTY_CN,PREV_PLT_CN,INVYR_B,STATECD_B,UNITCD_B,COUNTYCD_B,PLOT_B,PLOT_STATUS_CD,PLOT_NONSAMPLE_REASN_CD,MEASYEAR,MEASMON,MEASDAY,REMPER,KINDCD,DESIGNCD,RDDISTCD,WATERCD,LAT,LON,ELEV,GROW_TYP_CD,MORT_TYP_CD,P2PANEL,P3PANEL,ECOSUBCD,CONGCD,STAND,MARKER1,MARKER2,MARKER3,DISTANCE,DISTA,MARKER
68332532010538,58171085010538,0,2000,42,0,61,945,1,10,1,,,0,2,541,36,6,1,58,2,53,4,NaN,NaN,NaN,NaN,2,,,2.470631,0,0,1,,,6.018046,37,498.456646,1231.7112950983,58168532010538,1320545010538,0,2000,42,0,61,945,1,,2000,6,27,NaN,1,115,3,0,40.44808,-78.09453,760,NaN,NaN,2,2,M221Ac,4205,0,198,NaN,NaN,3.44943435878755,3.44943435878755,198
68364711010538,58227715010538,0,2000,42,5,49,1767,3,12,1,,,0,2,541,36,5.9,1,46,3,23,4,NaN,NaN,NaN,NaN,3,,,1.421856,0,0,1,,,6.018046,24,213.38034,527.273489157,58168532010538,1320556010538,0,2000,42,5,49,1767,1,,2000,9,19,NaN,1,1,3,0,42.04452,-79.82215,1390,NaN,NaN,2,, 221Fa,4205,0,199,NaN,NaN,5.19375980211483,5.19375980211483,199
68334826010538,58173404010538,0,2000,42,5,63,1663,2,3,2,,,0,2,541,36,5.3,1,34,1,34,3,NaN,NaN,NaN,NaN,1,,,1.75145,0,0,1,,,6.018046,20,189.308156,467.7899188838,58168532010538,1320558010538,0,2000,42,5,63,1663,1,,2000,10,10,NaN,1,1,5,0,40.44326,-79.02595,1340,NaN,NaN,2,,M221Bb,4209,0,200,NaN,NaN,4.36750956578963,4.36750956578963,200
68386730010538,58203355010538,0,2000,42,5,129,1701,1,6,1,,,0,2,541,36,9.4,1,75,1,75,3,NaN,NaN,NaN,NaN,1,,,10.469701,0,0,1,,,6.018046,10,129.127696,319.0809932008,58168532010538,1320562010538,0,2000,42,5,129,1701,1,,2000,7,31,NaN,1,116,3,0,40.1372,-79.35465,1750,NaN,NaN,2,,M221Bb,4218,0,201,NaN,NaN,4.74635124735455,4.74635124735455,201
68359456010538,58207422010538,0,2000,42,6,35,800,4,3,1,,,0,2,541,36,15.2,1,81,1,81,4,NaN,NaN,NaN,NaN,1,,,30.251049,0,0,1,,,6.018046,17,102.306782,252.8051736611,58168532010538,1320567010538,0,2000,42,6,35,800,1,,2000,8,30,NaN,1,117,4,0,41.21904,-77.56217,630,NaN,NaN,2,, 211Gb,4205,0,202,NaN,NaN,2.85261655182465,2.85261655182465,202
68363558010538,58226504010538,0,2000,42,6,47,335,1,9,1,,,0,2,541,36,7.2,1,72,1,9,3,NaN,NaN,NaN,NaN,1,,,1.901911,0,0,1,,,6.018046,28,513.241468,1268.2453295014,58168532010538,1320568010538,0,2000,42,6,47,335,1,,2000,11,13,NaN,1,1,7,0,41.50204,-78.6203,1900,NaN,NaN,2,, 211Ga,4205,0,203,NaN,NaN,3.92762369859486,3.92762369859486,203
68364061010538,58227017010538,0,2000,42,6,47,374,4,5,1,,,0,2,540,36,8.5,1,55,3,33,4,NaN,NaN,NaN,NaN,4,,,0.876747,0,0,1,,,6.018046,40,309.669076,765.2077702498,58168532010538,1320568010538,0,2000,42,6,47,374,1,,2000,7,10,NaN,1,1,4,0,41.44375,-78.98725,1770,NaN,NaN,2,, 211Ga,4205,0,204,NaN,NaN,4.28819739985976,4.28819739985976,204
68341658010538,58180354010538,0,2000,42,6,81,256,3,4,1,,,0,2,541,36,5.4,1,57,3,57,3,NaN,NaN,NaN,NaN,1,,,1.900713,0,1,1,,,6.018046,37,360.562174,890.9671600627,58168532010538,1320571010538,0,2000,42,6,81,256,1,,2000,5,24,NaN,1,1,5,1,41.41294,-77.05977,1810,NaN,NaN,2,, 211Gb,4210,0,205,NaN,NaN,2.36665689616049,2.36665689616049,205
68341581010538,58180211010538,0,2000,42,6,81,1187,4,9,1,,,0,2,541,36,8.3,1,95,3,75,4,NaN,NaN,NaN,NaN,5,,,0.242536,0,0,1,,,6.018046,50,576.691244,1425.0328984862,58168532010538,1320571010538,0,2000,42,6,81,1187,1,,2000,6,13,NaN,1,1,9,0,41.47882,-76.88071,2120,NaN,NaN,2,, 211Gb,4210,0,206,NaN,NaN,2.19885383886787,2.19885383886787,206
68341583010538,58180211010538,0,2000,42,6,81,1187,4,10,1,,,0,2,541,36,8.8,1,90,3,11,4,NaN,NaN,NaN,NaN,5,,,0.110951,0,0,1,,,6.018046,50,576.691244,1425.0328984862,58168532010538,1320571010538,0,2000,42,6,81,1187,1,,2000,6,13,NaN,1,1,9,0,41.47882,-76.88071,2120,NaN,NaN,2,, 211Gb,4210,0,207,NaN,NaN,2.19885383886787,2.19885383886787,207
68341585010538,58180211010538,0,2000,42,6,81,1187,4,11,1,,,0,2,541,36,9.9,1,93,3,57,4,NaN,NaN,NaN,NaN,4,,,1.17515,0,0,1,,,6.018046,50,576.691244,1425.0328984862,58168532010538,1320571010538,0,2000,42,6,81,1187,1,,2000,6,13,NaN,1,1,9,0,41.47882,-76.88071,2120,NaN,NaN,2,, 211Gb,4210,0,208,NaN,NaN,2.19885383886787,2.19885383886787,208
68350246010538,58189078010538,0,2000,42,6,105,1454,1,24,1,,,0,2,541,36,10.4,1,70,2,28,3,NaN,NaN,NaN,NaN,1,,,9.779954,0,0,1,,,6.018046,33,267.542754,661.1115222717,58168532010538,1320573010538,0,2000,42,6,105,1454,1,,2000,9,12,NaN,1,116,4,0,41.91716,-77.66675,1990,NaN,NaN,2,, 211Fa,4205,0,209,NaN,NaN,3.06099587070351,3.06099587070351,209
68350212010538,58189078010538,0,2000,42,6,105,1454,4,3,1,,,0,2,541,36,5.5,1,50,2,34,3,NaN,NaN,NaN,NaN,1,,,2.055644,0,0,1,,,6.018046,33,267.542754,661.1115222717,58168532010538,1320573010538,0,2000,42,6,105,1454,1,,2000,9,12,NaN,1,116,4,0,41.91716,-77.66675,1990,NaN,NaN,2,, 211Fa,4205,0,210,NaN,NaN,3.06099587070351,3.06099587070351,210
68350220010538,58189078010538,0,2000,42,6,105,1454,4,6,1,,,0,2,541,36,7.3,1,51,2,51,3,NaN,NaN,NaN,NaN,1,,,5.163153,0,0,1,,,6.018046,33,267.542754,661.1115222717,58168532010538,1320573010538,0,2000,42,6,105,1454,1,,2000,9,12,NaN,1,116,4,0,41.91716,-77.66675,1990,NaN,NaN,2,, 211Fa,4205,0,211,NaN,NaN,3.06099587070351,3.06099587070351,211
68369396010538,58214860010538,0,2000,42,7,9,759,3,2,1,,,0,2,541,36,10.7,1,54,3,32,4,NaN,NaN,NaN,NaN,5,,,0,0,0,1,,,6.018046,22,546.080428,1349.3920416094,58168532010538,1320578010538,0,2000,42,7,9,759,1,,2000,12,5,NaN,1,1,4,0,40.18218,-78.48843,1480,NaN,NaN,2,,M221Ac,4209,0,212,NaN,NaN,3.89196096398512,3.89196096398512,212
68353947010538,58192866010538,0,2000,42,7,111,337,4,4,1,,,0,2,541,36,6.2,1,35,1,35,4,NaN,NaN,NaN,NaN,3,,,1.676099,0,0,1,,,6.018046,28,444.294232,1097.8732619836,58168532010538,1320582010538,0,2000,42,7,111,337,1,,2001,1,18,NaN,1,116,5,0,39.80942,-78.85642,1670,NaN,NaN,2,,M221Bf,4209,0,213,NaN,NaN,4.34754430071092,4.34754430071092,213
68355225010538,58194108010538,0,2000,42,7,111,1152,3,13,1,,,0,2,541,36,6.2,1,51,3,28,4,NaN,NaN,NaN,NaN,5,,,0,0,0,1,,,6.018046,42,1907.491596,4713.5071082958,58168532010538,1320582010538,0,2000,42,7,111,1152,1,,2000,12,21,NaN,1,1,5,1,39.98414,-79.27717,2350,NaN,NaN,2,,M221Bb,4212,0,214,NaN,NaN,4.70518119542106,4.70518119542106,214
68371878010538,58217401010538,0,2000,42,8,15,1085,4,6,1,,,0,2,541,36,8.2,1,52,3,37,4,NaN,NaN,NaN,NaN,5,,,0.232001,0,0,1,,,6.018046,35,348.526082,861.225374926101,58168532010538,1320583010538,0,2000,42,8,15,1085,1,,2000,11,15,NaN,1,116,3,0,41.76106,-76.40229,700,NaN,NaN,2,, 211Fb,4210,0,215,NaN,NaN,1.80830948939167,1.80830948939167,215
68371880010538,58217401010538,0,2000,42,8,15,1085,4,7,1,,,0,2,541,36,9.8,1,57,3,57,4,NaN,NaN,NaN,NaN,4,,,1.151437,0,0,1,,,6.018046,35,348.526082,861.225374926101,58168532010538,1320583010538,0,2000,42,8,15,1085,1,,2000,11,15,NaN,1,116,3,0,41.76106,-76.40229,700,NaN,NaN,2,, 211Fb,4210,0,216,NaN,NaN,1.80830948939167,1.80830948939167,216
68371882010538,58217401010538,0,2000,42,8,15,1085,4,8,1,,,0,2,541,36,10.2,1,58,3,58,4,NaN,NaN,NaN,NaN,5,,,0,0,0,1,,,6.018046,35,348.526082,861.225374926101,58168532010538,1320583010538,0,2000,42,8,15,1085,1,,2000,11,15,NaN,1,116,3,0,41.76106,-76.40229,700,NaN,NaN,2,, 211Fb,4210,0,217,NaN,NaN,1.80830948939167,1.80830948939167,217
68347562010538,58186324010538,0,2000,42,8,97,781,1,8,1,,,0,2,541,36,6.5,1,53,3,26,4,NaN,NaN,NaN,NaN,5,,,0,0,0,1,,,6.018046,44,678.47744,1676.551678112,58168532010538,1320590010538,0,2000,42,8,97,781,1,,2001,1,29,NaN,1,1,4,4,40.85058,-76.73141,560,NaN,NaN,2,,M221Ac,4211,0,218,NaN,NaN,2.03809678933656,2.03809678933656,218
68349036010538,58187900010538,0,2000,42,8,103,1211,3,16,1,,,0,2,541,36,8.4,1,42,3,42,4,NaN,NaN,NaN,NaN,4,,,0.910954,0,0,1,,,6.018046,45,1236.073374,3054.3991108227,58168532010538,1320591010538,0,2000,42,8,103,1211,1,,2000,5,30,NaN,1,1,1,0,41.25694,-74.92822,1200,NaN,NaN,2,, 211Fc,4210,0,219,NaN,NaN,0.256329396371149,0.256329396371149,219
68348991010538,58187836010538,0,2000,42,8,103,1381,4,3,1,,,0,2,541,36,5.9,1,46,1,46,3,NaN,NaN,NaN,NaN,1,,,2.644651,0,1,1,,,6.018046,20,120.36092,297.417851366,58168532010538,1320591010538,0,2000,42,8,103,1381,1,,2000,6,1,NaN,1,1,1,0,41.32696,-74.88266,1260,NaN,NaN,2,, 211Fc,4210,0,220,NaN,NaN,0.268382480806775,0.268382480806775,220
68352932010538,58191850010538,0,2000,42,8,107,1461,4,7,2,,,0,2,541,36,6,1,46,3,46,4,NaN,NaN,NaN,NaN,4,,,0.38236,0,0,1,,,6.018046,7,42.126322,104.0962479781,58168532010538,1320592010538,0,2000,42,8,107,1461,1,,2000,7,18,NaN,1,1,1,0,40.67486,-76.32304,990,NaN,NaN,2,,M221Ac,4217,0,221,NaN,NaN,1.67223884416193,1.67223884416193,221
68369880010538,58215365010538,0,2000,42,9,11,577,3,3,1,,,0,2,544,36,7.5,1,55,3,31,4,NaN,NaN,NaN,NaN,5,,,0.177759,0,0,1,,,6.018046,28,444.294232,1097.8732619836,58168532010538,1320597010538,0,2000,42,9,11,577,1,,2000,6,8,NaN,1,116,1,0,40.56663,-75.89109,560,NaN,NaN,2,,M221Ad,4215,0,222,NaN,NaN,1.30334533578941,1.30334533578941,222
68369882010538,58215365010538,0,2000,42,9,11,577,3,4,1,,,0,2,544,36,12.8,1,69,1,69,4,NaN,NaN,NaN,NaN,3,,,13.060124,0,0,1,,,6.018046,28,444.294232,1097.8732619836,58168532010538,1320597010538,0,2000,42,9,11,577,1,,2000,6,8,NaN,1,116,1,0,40.56663,-75.89109,560,NaN,NaN,2,,M221Ad,4215,0,223,NaN,NaN,1.30334533578941,1.30334533578941,223
68373297010538,58218890010538,0,2000,42,9,17,336,2,1,1,,,0,2,541,36,10.7,1,60,3,35,4,NaN,NaN,NaN,NaN,5,,,0,0,0,1,,,6.018046,41,453.581594,1120.8227978537,58168532010538,1320598010538,0,2000,42,9,17,336,1,,2001,1,17,NaN,1,1,2,0,40.50199,-75.21429,480,NaN,NaN,2,, 221Da,4208,0,224,NaN,NaN,0.797196083485116,0.797196083485116,224
68337300010538,58175904010538,0,2000,42,9,71,205,3,12,1,,,0,2,541,36,7,1,40,3,26,4,NaN,NaN,NaN,NaN,5,,,0.136148,0,0,1,,,6.018046,43,465.617686,1150.5645829903,58168532010538,1320602010538,0,2000,42,9,71,205,1,,2001,2,1,NaN,1,1,5,1,40.16967,-75.93712,760,NaN,NaN,2,, 221Da,4216,0,225,NaN,NaN,1.55135464544506,1.55135464544506,225
68337308010538,58175904010538,0,2000,42,9,71,205,4,10,1,,,0,2,541,36,8.2,1,55,3,46,4,NaN,NaN,NaN,NaN,4,,,0.85067,0,0,1,,,6.018046,43,465.617686,1150.5645829903,58168532010538,1320602010538,0,2000,42,9,71,205,1,,2001,2,1,NaN,1,1,5,1,40.16967,-75.93712,760,NaN,NaN,2,, 221Da,4216,0,226,NaN,NaN,1.55135464544506,1.55135464544506,226
68389288010538,58205961010538,0,2000,42,9,133,822,1,5,1,,,0,2,541,36,8.5,1,45,3,40,4,NaN,NaN,NaN,NaN,3,,,4.410106,0,0,1,,,6.018046,34,342.508036,846.354482357801,58168532010538,1320608010538,0,2000,42,9,133,822,1,,2000,7,5,NaN,1,1,4,0,40.08674,-76.84898,380,NaN,NaN,2,, 221Da,4204,0,227,NaN,NaN,2.37452964590548,2.37452964590548,227
68389268010538,58205961010538,0,2000,42,9,133,822,4,5,1,,,0,2,541,36,8.7,1,48,3,48,4,NaN,NaN,NaN,NaN,2,,,7.848593,0,0,1,,,6.018046,34,342.508036,846.354482357801,58168532010538,1320608010538,0,2000,42,9,133,822,1,,2000,7,5,NaN,1,1,4,0,40.08674,-76.84898,380,NaN,NaN,2,, 221Da,4204,0,228,NaN,NaN,2.37452964590548,2.37452964590548,228
68389334010538,58205961010538,0,2000,42,9,133,822,4,4,1,,,0,2,541,36,5.1,1,25,3,16,4,NaN,NaN,NaN,NaN,5,,,0,0,0,1,,,6.018046,34,342.508036,846.354482357801,58168532010538,1320608010538,0,2000,42,9,133,822,1,,2000,7,5,NaN,1,1,4,0,40.08674,-76.84898,380,NaN,NaN,2,, 221Da,4204,0,229,NaN,NaN,2.37452964590548,2.37452964590548,229
68389270010538,58205961010538,0,2000,42,9,133,822,4,6,1,,,0,2,541,36,7,1,44,3,44,4,NaN,NaN,NaN,NaN,2,,,4.177917,0,0,1,,,6.018046,34,342.508036,846.354482357801,58168532010538,1320608010538,0,2000,42,9,133,822,1,,2000,7,5,NaN,1,1,4,0,40.08674,-76.84898,380,NaN,NaN,2,, 221Da,4204,0,230,NaN,NaN,2.37452964590548,2.37452964590548,230
68403514010538,58273389010538,0,2001,42,0,43,554,3,10,1,,,0,2,541,36,6.6,1,55,3,47,4,NaN,NaN,NaN,NaN,2,,,3.482191,0,1,1,,,6.018046,44,471.635732,1165.4354755586,58228949010538,1320542010538,0,2001,42,0,43,554,1,,2001,8,29,NaN,1,1,5,0,40.34338,-76.82674,450,NaN,NaN,3,,M221Ad,4211,0,231,NaN,NaN,2.25368283836125,2.25368283836125,231
68426842010538,58242679010538,0,2001,42,0,57,313,1,1,1,,,0,2,541,36,8.1,1,68,1,68,3,NaN,NaN,NaN,NaN,1,,,6.941451,0,1,1,,,6.018046,31,186.559426,460.9976696173,58228949010538,1320544010538,0,2001,42,0,57,313,1,,2001,10,15,NaN,1,1,6,4,39.72904,-78.19286,590,NaN,NaN,3,,M221Ac,4209,0,232,NaN,NaN,3.74933946801353,3.74933946801353,232
68429485010538,58245312010538,0,2001,42,0,61,1827,2,9,1,,,0,2,541,36,5.5,1,53,1,53,3,NaN,NaN,NaN,NaN,1,,,2.055644,0,1,1,,,6.018046,34,549.349744000001,1357.4706849112,58228949010538,1320545010538,0,2001,42,0,61,1827,1,,2001,10,16,NaN,1,1,3,0,40.49597,-78.11055,1050,NaN,NaN,3,,M221Ac,4205,0,233,NaN,NaN,3.45617547039557,3.45617547039557,233
68432012010538,58247931010538,0,2001,42,0,67,533,2,2,1,,,0,2,541,36,6.1,1,60,3,56,4,NaN,NaN,NaN,NaN,3,,,1.571667,0,0,1,,,6.018046,33,405.437226,1001.8556573073,58228949010538,1320546010538,0,2001,42,0,67,533,1,,2001,7,25,NaN,1,1,4,0,40.46019,-77.45297,690,NaN,NaN,3,,M221Ac,4210,0,234,NaN,NaN,2.82009126686424,2.82009126686424,234
68406579010538,58278974010538,0,2001,42,5,5,1236,1,3,1,,,0,2,541,36,11.7,1,65,3,24,4,NaN,NaN,NaN,NaN,5,,,0,0,0,1,,,6.018046,36,354.544128,876.0962674944,58228949010538,1320552010538,0,2001,42,5,5,1236,1,,2001,9,4,NaN,1,116,4,0,40.94182,-79.39059,870,NaN,NaN,3,, 221Ea,4203,0,235,NaN,NaN,4.68273991063181,4.68273991063181,235
68407168010538,58279568010538,0,2001,42,5,7,89,4,3,1,,,0,2,541,36,8,1,40,3,40,3,NaN,NaN,NaN,NaN,1,,,6.631682,0,1,1,,,6.018046,40,309.669076,765.2077702498,58228949010538,1320553010538,0,2001,42,5,7,89,1,,2001,9,5,NaN,1,117,6,0,40.604,-80.4243,1140,NaN,NaN,3,, 221Ea,4212,0,236,NaN,NaN,5.73633673761958,5.73633673761958,236
68423191010538,58275617010538,0,2001,42,5,49,587,2,2,1,,,0,2,541,36,6.4,1,38,1,38,4,NaN,NaN,NaN,NaN,2,,,3.093317,0,0,1,,,6.018046,34,204.613564,505.6103473222,58228949010538,1320556010538,0,2001,42,5,49,587,1,,2001,2,22,NaN,1,1,2,0,42.12688,-79.95609,1020,NaN,NaN,3,, 222Ia,4205,0,237,NaN,NaN,5.34052283787122,5.34052283787122,237
68423434010538,58275765010538,0,2001,42,5,49,686,4,3,1,,,0,2,541,36,8.1,1,47,2,40,4,NaN,NaN,NaN,NaN,2,,,6.413297,0,0,1,,,6.018046,63,792.820314000001,1959.0986369097,58228949010538,1320556010538,0,2001,42,5,49,686,1,,2001,7,17,NaN,1,1,3,0,42.05471,-79.9966,1430,NaN,NaN,3,, 221Fa,4205,0,238,NaN,NaN,5.36728054883141,5.36728054883141,238
68423438010538,58275765010538,0,2001,42,5,49,686,4,19,1,,,0,2,541,36,5.1,1,53,3,49,4,NaN,NaN,NaN,NaN,3,,,0.790034,0,0,1,,,6.018046,63,792.820314000001,1959.0986369097,58228949010538,1320556010538,0,2001,42,5,49,686,1,,2001,7,17,NaN,1,1,3,0,42.05471,-79.9966,1430,NaN,NaN,3,, 221Fa,4205,0,239,NaN,NaN,5.36728054883141,5.36728054883141,239
68427468010538,58243313010538,0,2001,42,5,59,249,1,2,1,,,0,2,541,36,13.4,1,66,3,39,4,NaN,NaN,NaN,NaN,1,,,20.386146,0,0,1,,,6.018046,18,177.272064,438.0481337472,58228949010538,1320557010538,0,2001,42,5,59,249,1,,2001,2,28,NaN,1,1,3,0,39.82206,-80.14933,1340,NaN,NaN,3,, 221Ea,4218,0,240,NaN,NaN,5.59092279517291,5.59092279517291,240
68427915010538,58243744010538,0,2001,42,5,59,1686,2,6,1,,,0,2,541,36,7.5,1,51,3,51,4,NaN,NaN,NaN,NaN,2,,,5.153026,0,1,1,,,6.018046,38,366.58022,905.838052631001,58228949010538,1320557010538,0,2001,42,5,59,1686,1,,2001,6,11,NaN,1,1,4,0,39.82333,-80.48168,1350,NaN,NaN,3,, 221Ea,4218,0,241,NaN,NaN,5.91441158613297,5.91441158613297,241
68433448010538,58249373010538,0,2001,42,5,73,843,1,27,1,,,0,2,541,36,9.3,1,51,3,13,4,NaN,NaN,NaN,NaN,4,,,0.426967,0,0,1,,,6.018046,14,84.252644,208.1924959562,58228949010538,1320559010538,0,2001,42,5,73,843,1,,2001,8,7,NaN,1,116,3,1,41.06007,-80.37768,970,NaN,NaN,3,, 221Fa,4203,0,242,NaN,NaN,5.66674358154522,5.66674358154522,242
68415104010538,58287610010538,0,2001,42,6,23,645,1,3,1,,,0,2,541,36,10,1,95,2,18,4,NaN,NaN,NaN,NaN,4,,,0.63755,0,0,1,,,6.018046,29,174.523334,431.2558844807,58228949010538,1320563010538,0,2001,42,6,23,645,1,,2001,12,18,NaN,1,1,5,0,41.58982,-78.34136,1780,NaN,NaN,3,, 211Gb,4205,0,243,NaN,NaN,3.66032213265499,3.66032213265499,243
68415080010538,58287610010538,0,2001,42,6,23,645,2,1,1,,,0,2,541,36,7.8,1,80,3,70,4,NaN,NaN,NaN,NaN,4,,,0.737658,0,0,1,,,6.018046,29,174.523334,431.2558844807,58228949010538,1320563010538,0,2001,42,6,23,645,1,,2001,12,18,NaN,1,1,5,0,41.58982,-78.34136,1780,NaN,NaN,3,, 211Gb,4205,0,244,NaN,NaN,3.66032213265499,3.66032213265499,244
68414842010538,58287377010538,0,2001,42,6,23,726,3,7,1,,,0,2,541,36,10.9,1,105,3,105,3,NaN,NaN,NaN,NaN,1,,,15.505132,0,1,1,,,6.018046,48,633.602388000001,1565.6631808674,58228949010538,1320563010538,0,2001,42,6,23,726,1,,2001,10,9,NaN,1,1,4,0,41.58197,-78.18679,1610,NaN,NaN,3,, 211Gb,4205,0,245,NaN,NaN,3.50604230207281,3.50604230207281,245
68419981010538,58268535010538,0,2001,42,6,33,279,2,4,1,,,0,2,541,36,5.9,1,50,3,50,4,NaN,NaN,NaN,NaN,2,,,2.388717,0,0,1,,,6.018046,38,435.527456,1076.2101201488,58228949010538,1320566010538,0,2001,42,6,33,279,1,,2001,10,23,NaN,1,1,4,0,40.97496,-78.34555,1670,NaN,NaN,3,, 221Ea,4205,0,246,NaN,NaN,3.63720260250429,3.63720260250429,246
68404337010538,58274245010538,0,2001,42,6,47,1613,1,4,1,,,0,2,541,36,11.4,1,75,3,26,4,NaN,NaN,NaN,NaN,4,,,0.969905,0,0,1,,,6.018046,30,249.488616,616.4988445668,58228949010538,1320568010538,0,2001,42,6,47,1613,1,,2001,6,11,NaN,1,1,3,0,41.44057,-78.42542,2010,NaN,NaN,3,, 221Ea,4205,0,247,NaN,NaN,3.72793274874212,3.72793274874212,247
68425160010538,58240967010538,0,2001,42,6,53,1496,1,11,1,,,0,2,541,36,15.1,1,100,2,67,4,NaN,NaN,NaN,NaN,3,,,21.084797,0,0,1,,,6.018046,21,126.378966,312.2887439343,58228949010538,1320569010538,0,2001,42,6,53,1496,1,,2001,5,24,NaN,1,117,3,0,41.60288,-79.0185,1770,NaN,NaN,3,, 211Ga,4205,0,248,NaN,NaN,4.33417604628193,4.33417604628193,248
68430931010538,58246822010538,0,2001,42,6,65,701,2,10,1,,,0,2,541,36,7.8,1,65,3,40,4,NaN,NaN,NaN,NaN,2,,,5.700085,0,0,1,,,6.018046,38,366.58022,905.838052631001,58228949010538,1320570010538,0,2001,42,6,65,701,1,,2001,4,16,NaN,1,116,7,0,41.25389,-78.90779,1720,NaN,NaN,3,, 221Ea,4205,0,249,NaN,NaN,4.19865332333167,4.19865332333167,249
68438896010538,58254918010538,0,2001,42,6,83,1838,4,4,1,,,0,2,541,36,19,1,90,3,24,4,NaN,NaN,NaN,NaN,2,,,23.406731,0,0,1,,,6.018046,37,567.403882000001,1402.0833626161,58228949010538,1320572010538,0,2001,42,6,83,1838,1,,2001,7,9,NaN,1,1,4,0,41.86889,-78.22114,2060,NaN,NaN,3,, 211Gb,4205,0,250,NaN,NaN,3.58879493095162,3.58879493095162,250
68411094010538,58283549010538,0,2001,42,8,15,63,4,1,1,,,0,2,541,36,7.1,1,65,1,50,4,NaN,NaN,NaN,NaN,5,,,0.151718,0,0,1,,,6.018046,28,513.241468,1268.2453295014,58228949010538,1320583010538,0,2001,42,8,15,63,1,,2001,3,28,NaN,1,116,4,4,41.87535,-76.6183,1350,NaN,NaN,3,, 211Fb,4210,0,251,NaN,NaN,2.05102371947864,2.05102371947864,251
68412078010538,58284507010538,0,2001,42,8,15,534,4,5,1,,,0,2,541,36,5,1,37,3,37,3,NaN,NaN,NaN,NaN,1,,,1.33648,0,1,1,,,6.018046,49,639.620434000001,1580.5340734357,58228949010538,1320583010538,0,2001,42,8,15,534,1,,2001,7,25,NaN,1,1,5,0,41.80109,-76.65956,1250,NaN,NaN,3,, 211Fb,4210,0,252,NaN,NaN,2.06377448034033,2.06377448034033,252
68410635010538,58283048010538,0,2001,42,8,15,1522,4,10,1,,,0,2,541,36,7.2,1,53,3,29,4,NaN,NaN,NaN,NaN,5,,,0.156042,0,0,1,,,6.018046,40,654.405256,1617.0681078388,58228949010538,1320583010538,0,2001,42,8,15,1522,1,,2001,3,20,NaN,1,117,4,0,41.64511,-76.23406,640,NaN,NaN,3,, 211Fb,4210,0,253,NaN,NaN,1.61065345127498,1.61065345127498,253
68397502010538,58237118010538,0,2001,42,8,127,163,1,16,1,,,0,2,541,36,10.3,1,38,3,17,4,NaN,NaN,NaN,NaN,4,,,0.648053,0,0,1,,,6.018046,49,432.778726000001,1069.4178708823,58228949010538,1320594010538,0,2001,42,8,127,163,1,,2001,6,13,NaN,1,117,2,0,41.85883,-75.39269,1930,NaN,NaN,3,, 211Fc,4210,0,254,NaN,NaN,1.00477328921702,1.00477328921702,254
68397546010538,58237118010538,0,2001,42,8,127,163,1,38,1,,,0,2,541,36,8.9,1,57,3,48,4,NaN,NaN,NaN,NaN,5,,,0.295321,0,0,1,,,6.018046,49,432.778726000001,1069.4178708823,58228949010538,1320594010538,0,2001,42,8,127,163,1,,2001,6,13,NaN,1,117,2,0,41.85883,-75.39269,1930,NaN,NaN,3,, 211Fc,4210,0,255,NaN,NaN,1.00477328921702,1.00477328921702,255
68397855010538,58237499010538,0,2001,42,8,127,1224,1,14,1,,,0,2,541,36,6,1,66,3,33,4,NaN,NaN,NaN,NaN,4,,,0.38236,0,0,1,,,6.018046,29,174.523334,431.2558844807,58228949010538,1320594010538,0,2001,42,8,127,1224,1,,2001,6,4,NaN,1,116,5,0,41.29446,-75.42815,2010,NaN,NaN,3,, 211Fd,4210,0,256,NaN,NaN,0.737710715703657,0.737710715703657,256
68409961010538,58282378010538,0,2001,42,9,11,342,2,5,1,,,0,2,541,36,9.9,1,52,3,52,4,NaN,NaN,NaN,NaN,3,,,6.789757,0,0,1,,,6.018046,41,315.687122,780.0786628181,58228949010538,1320597010538,0,2001,42,9,11,342,1,,2001,6,25,NaN,1,1,4,0,40.5245,-76.0284,370,NaN,NaN,3,,M221Ad,4215,0,257,NaN,NaN,1.4456858343928,1.4456858343928,257
68409315010538,58281726010538,0,2001,42,9,11,1270,3,13,1,,,0,2,541,36,5,1,35,3,18,4,NaN,NaN,NaN,NaN,4,,,0.18682,0,0,1,,,6.018046,30,318.435852,786.8709120846,58228949010538,1320597010538,0,2001,42,9,11,1270,1,,2001,6,26,NaN,1,117,5,0,40.2002,-75.86344,400,NaN,NaN,3,, 221Da,4207,0,258,NaN,NaN,1.47457282584618,1.47457282584618,258
